Age,Driving_experience,Bonus_Malus,Model,Brand,Vehicle_type,Steering_wheel_location,Color,Insurance_premium,Privileges,Car_age,Insurance_months,Region
54,21,6,Other,BMW,Легковые автомобили,Слева,Прочие,3783,Не инвалид,38,6,Акмолинская область
46,19,8,X5,BMW,Легковые автомобили,Слева,Белый,6857,Не инвалид,17,12,Северо-Казахстанская область
36,16,5,Other,BMW,Легковые автомобили,Слева,Черный,13610,Не инвалид,18,12,Астана
32,13,8,Other,BMW,Легковые автомобили,Слева,Черный,17625,Не инвалид,31,12,Алматинская область
34,16,9,Other,BMW,Легковые автомобили,Слева,Черный,8344,Не инвалид,27,12,Unknown
30,12,8,Other,BMW,Легковые автомобили,Слева,Черный,17625,Не инвалид,30,12,Алматинская область
65,47,9,Other,BMW,Легковые автомобили,Слева,Белый,7145,Не инвалид,35,12,Актюбинская область
62,20,9,Other,BMW,Легковые автомобили,Слева,Серый,6707,Не инвалид,35,12,Акмолинская область
65,14,9,Other,BMW,Легковые автомобили,Слева,Прочие,7623,Не инвалид,32,10,Акмолинская область
35,14,4,Other,BMW,Легковые автомобили,Слева,Синий,5668,Не инвалид,32,6,Костанайская область
33,13,6,X5,BMW,Легковые автомобили,Слева,Черный,19024,Не инвалид,22,12,Алматинская область
35,17,9,Other,BMW,Легковые автомобили,Слева,Черный,14971,Не инвалид,23,12,Астана
55,21,9,Other,BMW,Легковые автомобили,Слева,Прочие,15720,Не инвалид,32,12,Астана
26,8,5,Other,BMW,Легковые автомобили,Слева,Прочие,21150,Не инвалид,28,12,Алматинская область
46,10,9,Other,BMW,Легковые автомобили,Слева,Белый,145,Не инвалид,34,1,Акмолинская область
26,8,5,Other,BMW,Легковые автомобили,Слева,Черный,7545,Не инвалид,34,12,Акмолинская область
30,10,4,Other,BMW,Легковые автомобили,Слева,Черный,16593,Не инвалид,35,12,Астана
47,27,8,X5,BMW,Легковые автомобили,Слева,Черный,16277,Не инвалид,18,12,Алматинская область
27,8,5,Other,BMW,Легковые автомобили,Слева,Прочие,7235,Не инвалид,34,12,Акмолинская область
32,14,8,X5,BMW,Легковые автомобили,Слева,Серый,5686,Не инвалид,18,6,Астана
28,8,4,Other,BMW,Легковые автомобили,Слева,Черный,20735,Не инвалид,24,12,Алматинская область
39,20,7,Other,BMW,Легковые автомобили,Слева,Прочие,12164,Не инвалид,31,12,Unknown
32,14,5,Other,BMW,Легковые автомобили,Слева,Черный,7962,Не инвалид,34,12,Западно-Казахстанская область
41,19,9,Other,BMW,Легковые автомобили,Слева,Черный,9615,Не инвалид,21,8,Алматинская область
47,19,6,X5,BMW,Легковые автомобили,Слева,Белый,17294,Не инвалид,13,12,Алматинская область
46,28,8,X5,BMW,Легковые автомобили,Слева,Черный,5575,Не инвалид,24,6,Костанайская область
34,15,5,Other,BMW,Легковые автомобили,Слева,Прочие,20143,Не инвалид,31,12,Алматинская область
36,18,8,Other,BMW,Легковые автомобили,Слева,Черный,17905,Не инвалид,28,12,Алматинская область
54,20,8,Other,BMW,Легковые автомобили,Слева,Прочие,6707,Не инвалид,23,12,Акмолинская область
77,59,9,Other,BMW,Легковые автомобили,Слева,Прочие,12476,Инвалид ,31,12,Астана
37,19,8,Other,BMW,Легковые автомобили,Слева,Черный,11058,Не инвалид,22,12,Костанайская область
37,19,8,Other,BMW,Легковые автомобили,Слева,Черный,12533,Не инвалид,22,12,Костанайская область
30,12,8,Unknown,BMW,Легковые автомобили,Слева,Прочие,7919,Не инвалид,28,12,Северо-Казахстанская область
62,20,9,X5,BMW,Легковые автомобили,Слева,Черный,6987,Не инвалид,18,12,Акмолинская область
51,11,8,Other,BMW,Легковые автомобили,Слева,Прочие,6255,Не инвалид,34,6,Астана
31,12,8,Other,BMW,Легковые автомобили,Слева,Черный,16786,Не инвалид,30,12,Алматинская область
34,14,5,Other,BMW,Легковые автомобили,Слева,Белый,93,Не инвалид,21,1,Северо-Казахстанская область
44,20,6,Other,BMW,Легковые автомобили,Слева,Белый,8548,Не инвалид,31,12,Северо-Казахстанская область
35,17,9,Unknown,BMW,Легковые автомобили,Слева,Черный,10321,Не инвалид,23,12,Костанайская область
32,11,3,Other,BMW,Легковые автомобили,Слева,Черный,9981,Не инвалид,27,12,Акмолинская область
29,9,7,Other,BMW,Легковые автомобили,Слева,Черный,6707,Не инвалид,33,12,Unknown
